timestamp,location_id,parameter,actual,predicted,residual,absolute_error
2025-12-15 00:45:00+05:45,5506835,PM2.5,0.6413607550161267,0.6515121691463976,-0.010151414130270986,0.010151414130270986
2025-12-15 01:45:00+05:45,5506835,PM2.5,0.876096211628659,0.672710989850493,0.20338522177816598,0.20338522177816598
2025-12-15 02:45:00+05:45,5506835,PM2.5,0.724166752752034,0.6676754912912366,0.056491261460797415,0.056491261460797415
2025-12-15 03:45:00+05:45,5506835,PM2.5,0.6678527996580654,0.6366699353979984,0.031182864260067,0.031182864260067
2025-12-15 04:45:00+05:45,5506835,PM2.5,0.7477895161278486,0.6676754912912366,0.08011402483661201,0.08011402483661201
2025-12-15 05:45:00+05:45,5506835,PM2.5,0.8112766562513736,0.7310023382206414,0.08027431803073215,0.08027431803073215
2025-12-15 06:45:00+05:45,5506835,PM2.5,1.1204922659931065,0.8180049580227655,0.30248730797034096,0.30248730797034096
2025-12-15 07:45:00+05:45,5506835,PM2.5,1.0908548340292608,0.7515691576076656,0.33928567642159513,0.33928567642159513
2025-12-15 08:45:00+05:45,5506835,PM2.5,0.8814310619320225,0.7404415590464493,0.14098950288557321,0.14098950288557321
2025-12-15 09:45:00+05:45,5506835,PM2.5,0.816085415091166,0.7579604684238084,0.05812494666735768,0.05812494666735768
2025-12-15 10:45:00+05:45,5506835,PM2.5,0.7157183242256153,0.7044770926350934,0.011241231590521927,0.011241231590521927
2025-12-15 11:45:00+05:45,5506835,PM2.5,0.6827584640461061,0.7044770926350934,-0.02171862858898732,0.02171862858898732
2025-12-15 12:45:00+05:45,5506835,PM2.5,0.42324055061960236,0.43457651228678085,-0.011335961667178485,0.011335961667178485
2025-12-15 00:45:00+05:45,5509787,PM2.5,0.7095853739879479,0.5753014975743894,0.13428387641355843,0.13428387641355843
2025-12-15 01:45:00+05:45,5509787,PM2.5,0.6363036878411121,0.5519450134202832,0.0843586744208289,0.0843586744208289
2025-12-15 02:45:00+05:45,5509787,PM2.5,0.6071761869351289,0.5519450134202832,0.05523117351484563,0.05523117351484563
2025-12-15 03:45:00+05:45,5509787,PM2.5,0.5433859044037934,0.5519450134202832,-0.008559109016489819,0.008559109016489819
2025-12-15 04:45:00+05:45,5509787,PM2.5,0.5611678960038112,0.5672250452866292,-0.006057149282817975,0.006057149282817975
2025-12-15 05:45:00+05:45,5509787,PM2.5,0.5793505580937061,0.5735536444922091,0.0057969136014969225,0.0057969136014969225
2025-12-15 06:45:00+05:45,5509787,PM2.5,0.748258329699147,0.6751604365742858,0.07309789312486115,0.07309789312486115
2025-12-15 07:45:00+05:45,5509787,PM2.5,0.874797379510245,0.7514491593473682,0.12334822016287683,0.12334822016287683
2025-12-15 08:45:00+05:45,5509787,PM2.5,0.9188371242122356,0.750049875463726,0.1687872487485096,0.1687872487485096
2025-12-15 09:45:00+05:45,5509787,PM2.5,0.8690440445459309,0.7025517935815644,0.16649225096436648,0.16649225096436648
2025-12-15 10:45:00+05:45,5509787,PM2.5,0.7515881935092383,0.6959121498436679,0.05567604366557044,0.05567604366557044
2025-12-15 11:45:00+05:45,5509787,PM2.5,0.5999242717696169,0.6240589540942796,-0.02413468232466265,0.02413468232466265
2025-12-15 12:45:00+05:45,5509787,PM2.5,0.40671460083691446,0.4191209537254781,-0.012406352888563621,0.012406352888563621
2025-12-15 00:45:00+05:45,6093549,PM2.5,0.4778402185883682,0.5296867607311293,-0.051846542142761076,0.051846542142761076
2025-12-15 01:45:00+05:45,6093549,PM2.5,0.5545069940593196,0.5364573617595096,0.018049632299809937,0.018049632299809937
2025-12-15 02:45:00+05:45,6093549,PM2.5,0.543613852405744,0.5503848901984756,-0.006771037792731582,0.006771037792731582
2025-12-15 03:45:00+05:45,6093549,PM2.5,0.6021708169226273,0.5585661122888338,0.04360470463379351,0.04360470463379351
2025-12-15 04:45:00+05:45,6093549,PM2.5,0.679481477101421,0.5841965389581345,0.09528493814328653,0.09528493814328653
2025-12-15 05:45:00+05:45,6093549,PM2.5,0.6713965088212317,0.5961578540684829,0.07523865475274882,0.07523865475274882
2025-12-15 06:45:00+05:45,6093549,PM2.5,0.6947220067893649,0.6751604365742858,0.019561570215079094,0.019561570215079094
2025-12-15 07:45:00+05:45,6093549,PM2.5,0.9648293370057411,0.750049875463726,0.2147794615420151,0.2147794615420151
2025-12-15 08:45:00+05:45,6093549,PM2.5,1.021348907114746,0.750049875463726,0.2712990316510199,0.2712990316510199
2025-12-15 09:45:00+05:45,6093549,PM2.5,0.6151930067553116,0.6060929978038674,0.00910000895144425,0.00910000895144425
2025-12-15 10:45:00+05:45,6093549,PM2.5,0.5818638147080287,0.6220972211514127,-0.04023340644338402,0.04023340644338402
2025-12-15 11:45:00+05:45,6093549,PM2.5,0.4273364940809965,0.5238776720049345,-0.09654117792393802,0.09654117792393802
2025-12-15 12:45:00+05:45,6093549,PM2.5,0.27157310568294646,0.32216727608836404,-0.05059417040541758,0.05059417040541758
2025-12-15 00:45:00+05:45,6093550,PM2.5,0.5961255943882268,0.5521231249631638,0.04400246942506292,0.04400246942506292
2025-12-15 01:45:00+05:45,6093550,PM2.5,0.6167004931456157,0.5504584539416288,0.06624203920398686,0.06624203920398686
2025-12-15 02:45:00+05:45,6093550,PM2.5,0.43483984911322093,0.5095065748746886,-0.07466672576146771,0.07466672576146771
2025-12-15 03:45:00+05:45,6093550,PM2.5,0.4692629394935339,0.5500113055727786,-0.08074836607924463,0.08074836607924463
2025-12-15 04:45:00+05:45,6093550,PM2.5,0.5299101779729951,0.5778441127569618,-0.04793393478396668,0.04793393478396668
2025-12-15 05:45:00+05:45,6093550,PM2.5,0.7116483260852983,0.6424517590767371,0.06919656700856114,0.06919656700856114
2025-12-15 06:45:00+05:45,6093550,PM2.5,1.142578174113726,0.8527073973140026,0.2898707767997234,0.2898707767997234
2025-12-15 07:45:00+05:45,6093550,PM2.5,1.089158173853537,0.8046398275938164,0.2845183462597206,0.2845183462597206
2025-12-15 08:45:00+05:45,6093550,PM2.5,0.9243612269831921,0.755985625408816,0.16837560157437614,0.16837560157437614
2025-12-15 09:45:00+05:45,6093550,PM2.5,0.9557365407447,0.7468328698625919,0.20890367088210815,0.20890367088210815
2025-12-15 10:45:00+05:45,6093550,PM2.5,0.86877977331858,0.6856472728787699,0.1831325004398101,0.1831325004398101
2025-12-15 11:45:00+05:45,6093550,PM2.5,0.6420046397239693,0.5882892755851352,0.05371536413883404,0.05371536413883404
2025-12-15 12:45:00+05:45,6093550,PM2.5,0.2099294926944758,0.2699814819522186,-0.0600519892577428,0.0600519892577428
